City,Furnishing,BHK,Property_Type,Price_Lac
Kochi,Semi-Furnished,3,Villa,85.0
Kochi,Unfurnished,3,Flat,223.0
Kochi,Unfurnished,3,Flat,160.0
Kochi,Unfurnished,3,Flat,285.0
Kochi,Unfurnished,3,Flat,83.9
Kochi,Furnished,3,Flat,235.0
Kochi,Unfurnished,3,Flat,210.0
Kochi,Unfurnished,3,Flat,80.0
Kochi,Semi-Furnished,3,Flat,110.0
Kochi,Unfurnished,3,House,38.0
Kochi,Unfurnished,3,House,105.0
Kochi,Furnished,3,Flat,62.0
Kochi,Furnished,3,Flat,85.0
Kochi,Unfurnished,3,House,125.0
Kochi,Unfurnished,3,Flat,66.0
Kochi,Semi-Furnished,3,Flat,50.0
Kochi,Unfurnished,3,Flat,86.0
Kochi,Semi-Furnished,3,Flat,180.0
Kochi,Semi-Furnished,3,Flat,83.0
Kochi,Semi-Furnished,3,House,83.0
Kochi,Semi-Furnished,3,Flat,95.0
Kochi,Unfurnished,3,Flat,72.0
Kochi,Furnished,3,House,87.9
Kochi,Semi-Furnished,3,Flat,31.0
Kochi,Unfurnished,3,House,85.0
Kochi,Unfurnished,3,Flat,105.0
Kochi,Furnished,3,Flat,64.0
Trivandrum,Unfurnished,3,Flat,84.3
Trivandrum,Unfurnished,3,Flat,218.0
Trivandrum,Unfurnished,3,Flat,169.0
Trivandrum,Unfurnished,3,Villa,65.0
Trivandrum,Semi-Furnished,3,Villa,99.0
Trivandrum,Unfurnished,3,Villa,165.0
Trivandrum,Unfurnished,3,Flat,139.0
Trivandrum,Unfurnished,3,Flat,93.0
Trivandrum,Semi-Furnished,3,Flat,68.0
Trivandrum,Unfurnished,3,Villa,58.0
Trivandrum,Unfurnished,3,Flat,38.0
Trivandrum,Unfurnished,3,House,72.0
Trivandrum,Unfurnished,3,House,100.0
Trivandrum,Unfurnished,3,House,68.0
Trivandrum,Unfurnished,3,Villa,135.0
Trivandrum,Unfurnished,3,Flat,118.0
Trivandrum,Semi-Furnished,3,Flat,80.0
Trivandrum,Semi-Furnished,3,House,100.0
Trivandrum,Semi-Furnished,3,House,68.0
Trivandrum,Unfurnished,3,Flat,60.0
Trivandrum,Unfurnished,3,Flat,55.0
Trivandrum,Unfurnished,3,Flat,80.0
Trivandrum,Furnished,3,House,58.0
Trivandrum,Semi-Furnished,3,House,55.0
Trivandrum,Semi-Furnished,3,Flat,115.0
Trivandrum,Unfurnished,3,House,60.0
Trivandrum,Unfurnished,3,House,70.0
Trivandrum,Semi-Furnished,3,Flat,85.0
Trivandrum,Semi-Furnished,3,Flat,95.0
Trivandrum,Unfurnished,3,Flat,175.0
Mumbai,Unfurnished,3,Flat,205.0
Mumbai,Unfurnished,3,Flat,290.0
Mumbai,Unfurnished,3,Flat,325.0
Mumbai,Unfurnished,3,Flat,348.0
Mumbai,Unfurnished,3,Flat,1359.0
Mumbai,Unfurnished,3,Flat,418.0
Mumbai,Unfurnished,3,Flat,326.0
Mumbai,Unfurnished,3,Flat,259.0
Mumbai,Unfurnished,3,Flat,286.0
Mumbai,Unfurnished,3,Flat,287.0
Mumbai,Unfurnished,3,Flat,241.0
Mumbai,Unfurnished,3,Flat,551.0
Mumbai,Unfurnished,3,Flat,341.0
Mumbai,Unfurnished,3,Flat,1158.0
Mumbai,Unfurnished,3,Flat,283.0
Mumbai,Unfurnished,3,Flat,620.0
Mumbai,Unfurnished,3,Flat,401.0
Mumbai,Unfurnished,3,Flat,515.0
Mumbai,Unfurnished,3,Flat,264.0
Mumbai,Unfurnished,3,Flat,410.0
Mumbai,Unfurnished,3,Flat,305.0
Mumbai,Unfurnished,3,Flat,550.0
Mumbai,Unfurnished,3,Flat,720.0
Mumbai,Unfurnished,3,Flat,401.0
Mumbai,Unfurnished,3,Flat,1305.0
Mumbai,Unfurnished,3,Flat,93.7
Mumbai,Unfurnished,3,Flat,236.0
Mumbai,Unfurnished,3,Flat,515.0
Mumbai,Unfurnished,3,Flat,424.0
Mumbai,Unfurnished,3,Flat,340.0
Kolkata,Unfurnished,3,Flat,155.0
Kolkata,Unfurnished,3,Flat,74.6
Kolkata,Semi-Furnished,3,Flat,165.0
Kolkata,Unfurnished,3,Flat,386.0
Kolkata,Unfurnished,3,Flat,155.0
Kolkata,Unfurnished,3,Flat,54.9
Kolkata,Unfurnished,3,Flat,253.0
Kolkata,Unfurnished,3,Flat,143.0
Kolkata,Unfurnished,3,Flat,77.3
Kolkata,Unfurnished,3,Flat,262.0
Kolkata,Unfurnished,3,Flat,38.2
Kolkata,Unfurnished,3,Flat,68.0
Kolkata,Unfurnished,3,Flat,173.0
Kolkata,Unfurnished,3,Flat,145.0
Kolkata,Unfurnished,3,Flat,68.0
Kolkata,Unfurnished,3,Flat,56.8
Kolkata,Unfurnished,3,Flat,244.0
Kolkata,Unfurnished,3,Flat,80.2
Kolkata,Unfurnished,3,Flat,292.0
Kolkata,Unfurnished,3,Flat,200.0
Kolkata,Unfurnished,3,Flat,81.9
Kolkata,Unfurnished,3,Flat,253.0
Kolkata,Unfurnished,3,Flat,253.0
Kolkata,Unfurnished,3,Flat,92.6
Kolkata,Unfurnished,3,Flat,168.0
Kolkata,Unfurnished,3,Flat,79.4
Kolkata,Unfurnished,3,Flat,262.0
Kolkata,Unfurnished,3,Flat,80.2
Kolkata,Unfurnished,3,Flat,246.0
Kolkata,Unfurnished,3,Flat,67.0
Chennai,Unfurnished,3,Flat,545.0
Chennai,Unfurnished,3,Flat,196.0
Chennai,Unfurnished,3,Flat,102.0
Chennai,Unfurnished,3,Flat,276.0
Chennai,Unfurnished,3,Flat,86.1
Chennai,Semi-Furnished,3,Flat,117.0
Chennai,Unfurnished,3,Flat,99.7
Chennai,Unfurnished,3,Flat,113.0
Chennai,Unfurnished,3,Flat,139.0
Chennai,Unfurnished,3,Flat,161.0
Chennai,Semi-Furnished,3,Flat,194.0
Chennai,Unfurnished,3,Flat,184.0
Chennai,Unfurnished,3,Flat,79.7
Chennai,Unfurnished,3,Flat,102.0
Chennai,Unfurnished,3,Flat,117.0
Chennai,Unfurnished,3,Flat,107.0
Chennai,Unfurnished,3,Flat,110.0
Chennai,Unfurnished,3,Flat,71.2
Chennai,Unfurnished,3,Flat,66.1
Chennai,Unfurnished,3,Flat,58.7
Chennai,Unfurnished,3,Flat,101.0
Chennai,Unfurnished,3,Flat,162.0
Chennai,Unfurnished,3,Flat,50.0
Chennai,Unfurnished,3,Flat,85.8
Chennai,Unfurnished,3,Flat,83.0
Chennai,Unfurnished,3,Flat,92.3
Chennai,Unfurnished,3,Flat,44.0
Chennai,Unfurnished,3,Flat,222.0
Chennai,Unfurnished,3,Flat,90.0
Chennai,Unfurnished,3,Flat,82.2
Hyderabad,Unfurnished,3,Flat,170.0
Hyderabad,Unfurnished,3,Flat,132.0
Hyderabad,Semi-Furnished,3,Flat,109.0
Hyderabad,Unfurnished,3,Flat,286.0
Hyderabad,Unfurnished,3,Flat,234.0
Hyderabad,Unfurnished,3,Flat,154.0
Hyderabad,Unfurnished,3,Flat,159.0
Hyderabad,Unfurnished,3,Flat,172.0
Hyderabad,Unfurnished,3,Flat,106.0
Hyderabad,Unfurnished,3,Flat,108.0
Hyderabad,Unfurnished,3,Villa,283.0
Hyderabad,Unfurnished,3,Villa,211.0
Hyderabad,Unfurnished,3,Flat,95.5
Hyderabad,Unfurnished,3,Flat,377.0
Hyderabad,Unfurnished,3,Flat,67.5
Hyderabad,Unfurnished,3,Villa,303.0
Hyderabad,Unfurnished,3,Villa,250.0
Hyderabad,Unfurnished,3,Flat,255.0
Hyderabad,Unfurnished,3,Flat,67.8
Hyderabad,Unfurnished,3,Flat,203.0
Hyderabad,Unfurnished,3,Flat,181.0
Hyderabad,Unfurnished,3,Flat,85.7
Hyderabad,Unfurnished,3,Flat,167.0
Hyderabad,Unfurnished,3,Flat,94.4
Hyderabad,Unfurnished,3,Flat,274.0
Hyderabad,Semi-Furnished,3,Flat,98.0
Hyderabad,Unfurnished,3,Flat,165.0
Hyderabad,Unfurnished,3,Flat,214.0
Hyderabad,Unfurnished,3,Villa,184.0
Hyderabad,Unfurnished,3,Villa,1000.0
Pune,Unfurnished,3,Flat,156.0
Pune,Unfurnished,3,Flat,173.0
Pune,Unfurnished,3,Flat,175.0
Pune,Unfurnished,3,Flat,280.0
Pune,Unfurnished,3,Flat,335.0
Pune,Unfurnished,3,Flat,218.0
Pune,Unfurnished,3,Flat,175.0
Pune,Unfurnished,3,Flat,150.0
Pune,Unfurnished,3,Flat,122.0
Pune,Unfurnished,3,Flat,263.0
Pune,Unfurnished,3,Flat,197.0
Pune,Unfurnished,3,Flat,184.0
Pune,Unfurnished,3,Flat,180.0
Pune,Unfurnished,3,Flat,171.0
Pune,Unfurnished,3,Flat,191.0
Pune,Unfurnished,3,Flat,197.0
Pune,Unfurnished,3,Flat,70.8
Pune,Unfurnished,3,Flat,112.0
Pune,Unfurnished,3,Flat,134.0
Pune,Unfurnished,3,Flat,295.0
Pune,Unfurnished,3,Flat,173.0
Pune,Unfurnished,3,Flat,102.0
Pune,Unfurnished,3,Flat,158.0
Pune,Unfurnished,3,Flat,132.0
Pune,Unfurnished,3,Flat,152.0
Pune,Unfurnished,3,Flat,105.0
Pune,Unfurnished,3,Flat,127.0
Pune,Unfurnished,3,Flat,172.0
Pune,Unfurnished,3,Flat,166.0
Pune,Unfurnished,3,Flat,317.0
Kozhikode,Unfurnished,4,Villa,300.0
Kozhikode,Unfurnished,4,House,130.0
Kozhikode,Unfurnished,4,Villa,39.0
Kozhikode,Unfurnished,4,House,50.0
Kozhikode,Unfurnished,4,House,175.0
Kozhikode,Furnished,4,Flat,90.0
Kozhikode,Unfurnished,4,Villa,130.0
Kozhikode,Semi-Furnished,4,House,135.0
Kozhikode,Furnished,4,House,70.0
Kozhikode,Unfurnished,4,House,175.0
Kozhikode,Semi-Furnished,4,House,120.0
Kozhikode,Unfurnished,4,Villa,85.0
Kozhikode,Unfurnished,4,House,175.0
Kozhikode,Unfurnished,4,House,300.0
Kozhikode,Unfurnished,4,House,120.0
Kozhikode,Furnished,4,House,100.0
Kozhikode,Unfurnished,4,Villa,145.0
Kozhikode,Unfurnished,4,House,9.0
Kozhikode,Unfurnished,4,Villa,160.0
Kozhikode,Semi-Furnished,4,House,75.0
Kozhikode,Semi-Furnished,4,Flat,150.0
Kozhikode,Semi-Furnished,4,House,79.0
Kozhikode,Semi-Furnished,4,House,55.0
Kozhikode,Unfurnished,4,House,53.0
Kozhikode,Unfurnished,4,House,62.0
Kozhikode,Semi-Furnished,4,House,265.0
Kozhikode,Unfurnished,4,House,95.0
Kochi,Unfurnished,4,Flat,259.0
Kochi,Semi-Furnished,4,Villa,120.0
Kochi,Unfurnished,4,Villa,166.0
Kochi,Unfurnished,4,Flat,279.0
Kochi,Unfurnished,4,Flat,299.0
Kochi,Unfurnished,4,Flat,386.0
Kochi,Furnished,4,Villa,650.0
Kochi,Semi-Furnished,4,Villa,300.0
Kochi,Semi-Furnished,4,House,120.0
Kochi,Unfurnished,4,Villa,400.0
Kochi,Unfurnished,4,Villa,165.0
Kochi,Unfurnished,4,Flat,218.0
Kochi,Unfurnished,4,Villa,96.0
Kochi,Semi-Furnished,4,Villa,119.0
Kochi,Unfurnished,4,Flat,250.0
Kochi,Semi-Furnished,4,Villa,110.0
Kochi,Furnished,4,House,98.0
Kochi,Furnished,4,Villa,160.0
Kochi,Semi-Furnished,4,Villa,270.0
Kochi,Semi-Furnished,4,Villa,159.0
Kochi,Furnished,4,Villa,115.0
Kochi,Unfurnished,4,Villa,160.0
Kochi,Furnished,4,Villa,315.0
Kochi,Furnished,4,Villa,185.0
Kochi,Semi-Furnished,4,Flat,375.0
Kochi,Semi-Furnished,4,Villa,89.0
Kochi,Unfurnished,4,Villa,330.0
Kochi,Furnished,4,Flat,360.0
Kochi,Unfurnished,4,Flat,420.0
Kochi,Unfurnished,4,Flat,140.0
Trivandrum,Unfurnished,4,Villa,192.0
Trivandrum,Unfurnished,4,Flat,258.0
Trivandrum,Semi-Furnished,4,Villa,170.0
Trivandrum,Furnished,4,House,85.0
Trivandrum,Unfurnished,4,House,65.0
Trivandrum,Furnished,4,House,200.0
Trivandrum,Semi-Furnished,4,House,95.0
Trivandrum,Furnished,4,Flat,350.0
Trivandrum,Semi-Furnished,4,Flat,180.0
Trivandrum,Unfurnished,4,House,68.0
Trivandrum,Unfurnished,4,House,80.0
Trivandrum,Semi-Furnished,4,Villa,84.0
Trivandrum,Unfurnished,4,Villa,105.0
Trivandrum,Unfurnished,4,Flat,300.0
Trivandrum,Semi-Furnished,4,Flat,300.0
Trivandrum,Unfurnished,4,Flat,138.0
Trivandrum,Unfurnished,4,Flat,266.0
Trivandrum,Semi-Furnished,4,House,260.0
Trivandrum,Unfurnished,4,Villa,120.0
Trivandrum,Unfurnished,4,Flat,135.0
Trivandrum,Semi-Furnished,4,House,45.0
Trivandrum,Semi-Furnished,4,House,95.0
Trivandrum,Semi-Furnished,4,House,125.0
Trivandrum,Furnished,4,House,110.0
Trivandrum,Semi-Furnished,4,House,55.0
Trivandrum,Semi-Furnished,4,House,125.0
Trivandrum,Furnished,4,House,100.0
Trivandrum,Unfurnished,4,House,60.0
Mumbai,Unfurnished,4,Flat,615.0
Mumbai,Furnished,4,Flat,1599.0
Mumbai,Unfurnished,4,Flat,548.0
Mumbai,Semi-Furnished,4,Flat,725.0
Mumbai,Unfurnished,4,Flat,530.0
Mumbai,Unfurnished,4,Flat,1025.0
Mumbai,Semi-Furnished,4,Flat,950.0
Mumbai,Unfurnished,4,Flat,664.0
Mumbai,Unfurnished,4,Flat,880.0
Mumbai,Semi-Furnished,4,Flat,500.0
Mumbai,Semi-Furnished,4,Flat,450.0
Mumbai,Unfurnished,4,Flat,1700.0
Mumbai,Unfurnished,4,Flat,1300.0
Mumbai,Unfurnished,4,Flat,402.0
Mumbai,Unfurnished,4,Flat,425.0
Mumbai,Unfurnished,4,Flat,699.0
Mumbai,Semi-Furnished,4,Flat,985.0
Mumbai,Unfurnished,4,Flat,730.0
Mumbai,Semi-Furnished,4,Flat,550.0
Mumbai,Unfurnished,4,Flat,600.0
Mumbai,Unfurnished,4,Flat,575.0
Mumbai,Unfurnished,4,Flat,4100.0
Mumbai,Unfurnished,4,Flat,430.0
Mumbai,Semi-Furnished,4,Flat,1100.0
Mumbai,Unfurnished,4,Flat,1500.0
Mumbai,Semi-Furnished,4,Flat,1300.0
Mumbai,Unfurnished,4,Flat,1300.0
Mumbai,Semi-Furnished,4,Flat,999.0
Mumbai,Semi-Furnished,4,Flat,985.0
Mumbai,Unfurnished,4,Flat,501.0
Bangalore,Semi-Furnished,4,Flat,342.0
Bangalore,Semi-Furnished,4,Villa,1150.0
Bangalore,Semi-Furnished,4,Villa,259.0
Bangalore,Unfurnished,4,Flat,440.0
Bangalore,Semi-Furnished,4,Flat,450.0
Bangalore,Unfurnished,4,Flat,350.0
Bangalore,Unfurnished,4,Flat,420.0
Bangalore,Semi-Furnished,4,Flat,1200.0
Bangalore,Unfurnished,4,Villa,290.0
Bangalore,Unfurnished,4,Flat,875.0
Bangalore,Unfurnished,4,Flat,666.0
Bangalore,Unfurnished,4,Villa,221.0
Bangalore,Unfurnished,4,Villa,302.0
Bangalore,Unfurnished,4,Villa,176.0
Bangalore,Unfurnished,4,Flat,350.0
Bangalore,Unfurnished,4,Villa,330.0
Bangalore,Unfurnished,4,Flat,219.0
Bangalore,Unfurnished,4,Villa,471.0
Bangalore,Unfurnished,4,Villa,271.0
Bangalore,Unfurnished,4,Villa,560.0
Bangalore,Semi-Furnished,4,Villa,350.0
Bangalore,Unfurnished,4,Flat,970.0
Bangalore,Semi-Furnished,4,Villa,238.0
Bangalore,Unfurnished,4,Flat,621.0
Bangalore,Unfurnished,4,Flat,327.0
Bangalore,Unfurnished,4,Villa,215.0
Bangalore,Unfurnished,4,Flat,267.0
Bangalore,Unfurnished,4,Flat,860.0
Bangalore,Unfurnished,4,Flat,115.0
Bangalore,Unfurnished,4,Flat,375.0
Kolkata,Semi-Furnished,4,Flat,199.0
Kolkata,Unfurnished,4,Flat,630.0
Kolkata,Unfurnished,4,Flat,276.0
Kolkata,Unfurnished,4,Flat,340.0
Kolkata,Unfurnished,4,Flat,191.0
Kolkata,Unfurnished,4,Flat,297.0
Kolkata,Unfurnished,4,Flat,417.0
Kolkata,Unfurnished,4,Flat,253.0
Kolkata,Unfurnished,4,Flat,188.0
Kolkata,Unfurnished,4,Flat,89.7
Kolkata,Unfurnished,4,Flat,337.0
Kolkata,Unfurnished,4,Flat,283.0
Kolkata,Unfurnished,4,Flat,116.0
Kolkata,Unfurnished,4,Flat,404.0
Kolkata,Unfurnished,4,Flat,205.0
Kolkata,Unfurnished,4,Flat,125.0
Kolkata,Unfurnished,4,Flat,340.0
Kolkata,Unfurnished,4,Flat,469.0
Kolkata,Unfurnished,4,Flat,340.0
Kolkata,Unfurnished,4,Flat,417.0
Kolkata,Unfurnished,4,Flat,125.0
Kolkata,Unfurnished,4,Flat,487.0
Kolkata,Unfurnished,4,Flat,187.0
Kolkata,Unfurnished,4,Villa,80.0
Kolkata,Unfurnished,4,Flat,207.0
Kolkata,Semi-Furnished,4,Flat,430.0
Kolkata,Unfurnished,4,Flat,216.0
Kolkata,Semi-Furnished,4,Flat,300.0
Kolkata,Semi-Furnished,4,Flat,190.0
Kolkata,Unfurnished,4,Flat,529.0
Gurgaon,Semi-Furnished,4,Flat,385.0
Gurgaon,Semi-Furnished,4,Flat,600.0
Gurgaon,Semi-Furnished,4,Flat,669.0
Gurgaon,Semi-Furnished,4,Flat,670.0
Gurgaon,Semi-Furnished,4,Flat,250.0
Gurgaon,Semi-Furnished,4,Flat,350.0
Gurgaon,Semi-Furnished,4,Flat,1050.0
Gurgaon,Semi-Furnished,4,Flat,400.0
Gurgaon,Semi-Furnished,4,Flat,640.0
Gurgaon,Semi-Furnished,4,Flat,265.0
Gurgaon,Semi-Furnished,4,Flat,365.0
Gurgaon,Semi-Furnished,4,Flat,450.0
Gurgaon,Unfurnished,4,Flat,280.0
Gurgaon,Semi-Furnished,4,Flat,640.0
Gurgaon,Unfurnished,4,Flat,349.0
Gurgaon,Semi-Furnished,4,Flat,850.0
Gurgaon,Semi-Furnished,4,Flat,900.0
Gurgaon,Semi-Furnished,4,Flat,210.0
Gurgaon,Semi-Furnished,4,Flat,500.0
Gurgaon,Semi-Furnished,4,Flat,390.0
Gurgaon,Semi-Furnished,4,Flat,840.0
Gurgaon,Semi-Furnished,4,Flat,390.0
Gurgaon,Furnished,4,Flat,395.0
Gurgaon,Semi-Furnished,4,Flat,358.0
Gurgaon,Furnished,4,Flat,360.0
Gurgaon,Semi-Furnished,4,Flat,5800.0
Gurgaon,Semi-Furnished,4,Flat,850.0
Gurgaon,Furnished,4,Flat,399.0
Gurgaon,Semi-Furnished,4,Flat,425.0
Gurgaon,Semi-Furnished,4,Flat,450.0
Chennai,Semi-Furnished,4,Flat,655.0
Chennai,Unfurnished,4,Villa,128.0
Chennai,Unfurnished,4,Flat,192.0
Chennai,Unfurnished,4,Flat,378.0
Chennai,Unfurnished,4,Flat,350.0
Chennai,Unfurnished,4,Flat,179.0
Chennai,Unfurnished,4,Flat,161.0
Chennai,Semi-Furnished,4,Flat,128.0
Chennai,Unfurnished,4,Flat,342.0
Chennai,Unfurnished,4,Villa,175.0
Chennai,Unfurnished,4,Flat,399.0
Chennai,Unfurnished,4,Flat,115.0
Chennai,Semi-Furnished,4,Villa,750.0
Chennai,Unfurnished,4,Villa,159.0
Chennai,Unfurnished,4,Flat,798.0
Chennai,Unfurnished,4,Villa,422.0
Chennai,Unfurnished,4,Flat,417.0
Chennai,Semi-Furnished,4,Flat,150.0
Chennai,Semi-Furnished,4,Flat,272.0
Chennai,Unfurnished,4,Flat,680.0
Chennai,Unfurnished,4,Flat,237.0
Chennai,Unfurnished,4,Flat,828.0
Chennai,Unfurnished,4,Villa,517.0
Chennai,Unfurnished,4,Flat,199.0
Chennai,Unfurnished,4,Flat,275.0
Chennai,Unfurnished,4,Flat,150.0
Chennai,Semi-Furnished,4,Flat,430.0
Chennai,Semi-Furnished,4,Flat,375.0
Chennai,Unfurnished,4,Villa,163.0
Chennai,Unfurnished,4,Flat,228.0
Hyderabad,Unfurnished,4,Flat,470.0
Hyderabad,Unfurnished,4,Flat,823.0
Hyderabad,Unfurnished,4,Villa,210.0
Hyderabad,Unfurnished,4,Flat,318.0
Hyderabad,Unfurnished,4,Flat,400.0
Hyderabad,Semi-Furnished,4,Flat,936.0
Hyderabad,Unfurnished,4,Villa,430.0
Hyderabad,Unfurnished,4,Flat,183.0
Hyderabad,Unfurnished,4,Villa,290.0
Hyderabad,Unfurnished,4,Villa,1000.0
Hyderabad,Unfurnished,4,Villa,370.0
Hyderabad,Unfurnished,4,Flat,441.0
Hyderabad,Unfurnished,4,Flat,346.0
Hyderabad,Unfurnished,4,Flat,238.0
Hyderabad,Unfurnished,4,Flat,300.0
Hyderabad,Semi-Furnished,4,Flat,173.0
Hyderabad,Unfurnished,4,Flat,232.0
Hyderabad,Unfurnished,4,Villa,133.0
Hyderabad,Unfurnished,4,Villa,249.0
Hyderabad,Unfurnished,4,Flat,180.0
Hyderabad,Unfurnished,4,Villa,215.0
Hyderabad,Unfurnished,4,Villa,510.0
Hyderabad,Unfurnished,4,Flat,732.0
Hyderabad,Unfurnished,4,Villa,378.0
Hyderabad,Unfurnished,4,Villa,250.0
Hyderabad,Unfurnished,4,Villa,427.0
Hyderabad,Unfurnished,4,Flat,478.0
Hyderabad,Unfurnished,4,Villa,622.0
Hyderabad,Semi-Furnished,4,Flat,120.0
Hyderabad,Unfurnished,4,Flat,529.0
Pune,Furnished,4,Flat,240.0
Pune,Unfurnished,4,Villa,250.0
Pune,Furnished,4,Villa,260.0
Pune,Unfurnished,4,Flat,210.0
Pune,Semi-Furnished,4,Flat,228.0
Pune,Semi-Furnished,4,Flat,235.0
Pune,Semi-Furnished,4,Flat,410.0
Pune,Unfurnished,4,Flat,246.0
Pune,Unfurnished,4,Flat,250.0
Pune,Semi-Furnished,4,Flat,350.0
Pune,Unfurnished,4,Flat,220.0
Pune,Unfurnished,4,Flat,1090.0
Pune,Semi-Furnished,4,Flat,315.0
Pune,Unfurnished,4,Flat,270.0
Pune,Unfurnished,4,Flat,422.0
Pune,Unfurnished,4,Flat,350.0
Pune,Unfurnished,4,Flat,361.0
Pune,Semi-Furnished,4,Flat,238.0
Pune,Unfurnished,4,Flat,219.0
Pune,Semi-Furnished,4,Flat,180.0
Pune,Semi-Furnished,4,Flat,142.0
Pune,Unfurnished,4,Flat,142.0
Pune,Unfurnished,4,Flat,199.0
Pune,Unfurnished,4,Flat,319.0
Pune,Unfurnished,4,Flat,185.0
Pune,Unfurnished,4,Flat,600.0
Pune,Semi-Furnished,4,Flat,275.0
Pune,Unfurnished,4,Flat,180.0
Pune,Semi-Furnished,4,Flat,208.0
Pune,Unfurnished,4,Flat,145.0
Kozhikode,Unfurnished,5,Flat,225.0
Kozhikode,Furnished,5,House,90.0
Kozhikode,Unfurnished,5,Villa,95.0
Kozhikode,Unfurnished,5,House,50.0
Kozhikode,Semi-Furnished,5,Villa,70.0
Kozhikode,Semi-Furnished,5,House,100.0
Kozhikode,Unfurnished,5,House,150.0
Kozhikode,Unfurnished,5,House,115.0
Kozhikode,Unfurnished,5,House,85.0
Kozhikode,Semi-Furnished,5,House,450.0
Kozhikode,Unfurnished,5,House,310.0
Kozhikode,Furnished,5,House,90.0
Kozhikode,Semi-Furnished,5,Villa,72.0
Kozhikode,Unfurnished,3,Flat,109.0
Kozhikode,Furnished,3,House,200.0
Kozhikode,Unfurnished,4,Villa,300.0
Kozhikode,Unfurnished,4,House,130.0
Kozhikode,Unfurnished,4,House,300.0
Kozhikode,Unfurnished,3,Villa,65.0
Kozhikode,Unfurnished,3,House,165.0
Kozhikode,Unfurnished,2,Flat,95.0
Kozhikode,Unfurnished,2,Flat,43.5
Kozhikode,Furnished,3,Flat,300.0
Kozhikode,Furnished,3,Flat,90.0
Kozhikode,Furnished,3,Flat,90.0
Kozhikode,Semi-Furnished,2,Flat,95.0
Kozhikode,Unfurnished,3,House,94.9
Kozhikode,Unfurnished,3,Villa,39.0
Kozhikode,Unfurnished,4,Villa,39.0
Kozhikode,Unfurnished,4,House,50.0
Kozhikode,Unfurnished,3,Flat,128.0
Kozhikode,Semi-Furnished,3,Flat,55.0
Kozhikode,Unfurnished,3,Flat,200.0
Kozhikode,Unfurnished,2,Flat,60.0
Kozhikode,Unfurnished,4,House,175.0
Kozhikode,Furnished,2,Flat,85.0
Kozhikode,Unfurnished,4,House,57.0
Kozhikode,Furnished,4,House,144.0
Kochi,Unfurnished,5,Villa,340.0
Kochi,Unfurnished,5,Villa,350.0
Kochi,Unfurnished,5,Flat,275.0
Kochi,Semi-Furnished,5,House,310.0
Kochi,Unfurnished,5,House,375.0
Kochi,Unfurnished,5,Villa,340.0
Kochi,Semi-Furnished,5,House,435.0
Kochi,Unfurnished,5,House,400.0
Kochi,Unfurnished,5,Villa,216.0
Kochi,Semi-Furnished,5,House,200.0
Kochi,Semi-Furnished,5,Flat,460.0
Kochi,Semi-Furnished,5,Villa,120.0
Kochi,Furnished,5,Flat,150.0
Kochi,Unfurnished,5,House,200.0
Kochi,Unfurnished,5,House,750.0
Kochi,Furnished,5,Villa,150.0
Kochi,Semi-Furnished,5,House,82.0
Kochi,Semi-Furnished,5,Villa,260.0
Kochi,Furnished,5,House,300.0
Kochi,Semi-Furnished,5,House,165.0
Kochi,Furnished,5,House,83.0
Kochi,Unfurnished,5,House,200.0
Kochi,Semi-Furnished,5,Villa,85.0
Kochi,Unfurnished,5,House,70.0
Kochi,Furnished,5,Villa,425.0
Kochi,Semi-Furnished,5,House,170.0
Kochi,Unfurnished,5,House,125.0
Kochi,Semi-Furnished,5,House,145.0
Kochi,Semi-Furnished,5,House,170.0
Kochi,Semi-Furnished,5,Villa,300.0
Mumbai,Semi-Furnished,5,Flat,1050.0
Mumbai,Semi-Furnished,5,Flat,1175.0
Mumbai,Semi-Furnished,5,Flat,1450.0
Mumbai,Unfurnished,5,Flat,500.0
Mumbai,Semi-Furnished,5,Flat,1450.0
Mumbai,Semi-Furnished,5,Flat,1870.0
Mumbai,Unfurnished,5,Flat,692.0
Mumbai,Semi-Furnished,5,Flat,3500.0
Mumbai,Unfurnished,5,Flat,575.0
Mumbai,Semi-Furnished,5,Flat,3200.0
Mumbai,Unfurnished,5,Flat,2600.0
Mumbai,Unfurnished,5,Flat,1260.0
Mumbai,Furnished,5,Flat,1200.0
Mumbai,Semi-Furnished,5,Flat,1200.0
Mumbai,Semi-Furnished,5,Flat,1275.0
Mumbai,Unfurnished,5,Flat,1325.0
Mumbai,Semi-Furnished,5,Flat,1050.0
Mumbai,Semi-Furnished,5,Flat,1075.0
Mumbai,Furnished,5,Flat,975.0
Mumbai,Semi-Furnished,5,Flat,2000.0
Mumbai,Semi-Furnished,5,Flat,2250.0
Mumbai,Unfurnished,5,Flat,1111.0
Mumbai,Semi-Furnished,5,Flat,1860.0
Mumbai,Unfurnished,5,Flat,1700.0
Mumbai,Unfurnished,5,Flat,746.0
Mumbai,Unfurnished,5,Flat,692.0
Mumbai,Furnished,5,Flat,850.0
Mumbai,Unfurnished,5,Flat,525.0
Mumbai,Unfurnished,5,Flat,670.0
Mumbai,Unfurnished,5,Flat,1539.0
Bangalore,Semi-Furnished,5,Flat,1800.0
Bangalore,Unfurnished,5,Flat,1550.0
Bangalore,Unfurnished,5,Flat,1021.0
Bangalore,Unfurnished,5,Villa,420.0
Bangalore,Unfurnished,5,Flat,291.0
Bangalore,Unfurnished,5,Villa,382.0
